City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Pirai Do Sul,BR,2022-03-11 19:59:04,-24.5261,-49.9486,70.88,96,51,5.5
59,Hasaki,JP,2022-03-11 19:59:05,35.7333,140.8333,45.0,59,1,9.46
60,Lincoln,US,2022-03-11 19:58:12,40.8,-96.667,33.3,45,23,10.0
61,Adrar,MR,2022-03-11 19:59:06,20.5022,-10.0711,72.91,8,0,11.83
62,Cidreira,BR,2022-03-11 19:59:07,-30.1811,-50.2056,69.22,90,100,17.4
63,Bredasdorp,ZA,2022-03-11 19:59:03,-34.5322,20.0403,70.92,88,100,5.75
64,Arraial Do Cabo,BR,2022-03-11 19:59:08,-22.9661,-42.0278,87.76,58,0,18.41
65,Rikitea,PF,2022-03-11 19:59:08,-23.1203,-134.9692,77.81,71,7,3.13
66,Qaanaaq,GL,2022-03-11 19:59:09,77.484,-69.3632,-9.99,74,36,5.23
67,Prince George,CA,2022-03-11 19:59:09,53.9166,-122.753,31.44,86,75,21.85
68,Busselton,AU,2022-03-11 19:58:00,-33.65,115.3333,67.37,78,27,3.83
69,Amsterdam,NL,2022-03-11 19:54:18,52.374,4.8897,53.91,44,0,14.97
70,Kodiak,US,2022-03-11 19:59:10,57.79,-152.4072,38.71,93,100,3.44
71,Kavieng,PG,2022-03-11 19:59:11,-2.5744,150.7967,81.32,76,100,6.78
72,Ribeira Grande,PT,2022-03-11 19:59:11,38.5167,-28.7,61.2,94,75,20.71
73,Mahon,ES,2022-03-11 19:59:12,39.8885,4.2658,54.16,94,20,5.75
74,Pemangkat,ID,2022-03-11 19:57:32,1.1667,108.9667,78.28,79,17,4.23
75,Bilma,NE,2022-03-11 19:59:13,18.6853,12.9164,75.76,22,8,8.7
76,Vilyuysk,RU,2022-03-11 19:59:13,63.7553,121.6247,-18.81,100,100,2.89
77,Lompoc,US,2022-03-11 19:56:18,34.6391,-120.4579,76.01,24,0,6.91
78,Floro,NO,2022-03-11 19:59:14,61.5996,5.0328,49.96,32,0,13.8
79,Geraldton,AU,2022-03-11 19:59:15,-28.7667,114.6,68.41,88,12,1.14
80,Grindavik,IS,2022-03-11 19:59:15,63.8424,-22.4338,39.15,87,40,17.27
81,Pisco,PE,2022-03-11 19:55:02,-13.7,-76.2167,80.65,57,0,9.22
82,Esperance,AU,2022-03-11 19:59:16,-33.8667,121.9,66.04,70,99,12.37
83,Chalmette,US,2022-03-11 19:59:16,29.9427,-89.9634,73.99,79,75,6.91
84,Guerrero Negro,MX,2022-03-11 19:55:59,27.9769,-114.0611,72.16,17,0,17.81
85,Mahebourg,MU,2022-03-11 19:59:17,-20.4081,57.7,79.09,89,75,6.91
86,Axim,GH,2022-03-11 19:59:18,4.8699,-2.2405,81.9,80,45,7.67
87,Hithadhoo,MV,2022-03-11 19:59:18,-0.6,73.0833,82.56,58,27,3.15
88,Qasigiannguit,GL,2022-03-11 19:59:19,68.8193,-51.1922,-4.77,97,100,3.18
89,Emmett,US,2022-03-11 19:59:19,43.8735,-116.4993,49.39,31,98,4.52
90,Port Lincoln,AU,2022-03-11 19:59:20,-34.7333,135.8667,63.52,76,0,13.89
91,Khash,IR,2022-03-11 19:59:20,28.2211,61.2158,67.03,38,61,7.61
92,Klaksvik,FO,2022-03-11 20:00:23,62.2266,-6.589,45.52,87,100,38.83
93,Hailar,CN,2022-03-11 20:00:25,49.2,119.7,11.05,82,100,11.65
94,Mar Del Plata,AR,2022-03-11 20:00:26,-38.0023,-57.5575,62.87,72,69,15.01
95,Bluff,NZ,2022-03-11 20:00:27,-46.6,168.3333,55.8,84,100,27.36
96,Roald,NO,2022-03-11 20:00:28,62.5833,6.1333,46.54,42,0,13.8
97,Peto,MX,2022-03-11 20:00:28,20.1333,-88.9167,98.55,23,4,6.93
98,Aketi,CD,2022-03-11 20:00:29,2.7388,23.7833,69.89,99,100,3.8
99,Chokurdakh,RU,2022-03-11 20:00:30,70.6333,147.9167,-13.25,98,100,6.85
100,Parnarama,BR,2022-03-11 20:00:30,-5.6817,-43.0933,80.29,90,92,2.37
101,Alta Floresta,BR,2022-03-11 20:00:31,-9.8756,-56.0861,81.91,87,61,1.92
102,Koupela,BF,2022-03-11 20:00:32,12.1794,-0.3517,93.33,10,18,7.45
103,Yangjiang,CN,2022-03-11 20:00:33,21.85,111.9667,66.33,88,63,2.68
104,Puerto Morazan,NI,2022-03-11 20:00:34,12.8504,-87.1717,97.72,29,63,8.37
105,Hambantota,LK,2022-03-11 20:00:34,6.1241,81.1185,78.53,81,30,5.57
106,Samarai,PG,2022-03-11 20:00:35,-10.6167,150.6667,82.6,77,94,10.94
107,Noumea,NC,2022-03-11 20:00:35,-22.2763,166.4572,80.01,99,1,6.08
108,Kualakapuas,ID,2022-03-11 20:00:36,-3.0091,114.3876,75.76,94,100,2.53
109,Srednekolymsk,RU,2022-03-11 20:00:37,67.45,153.6833,-12.95,100,100,4.92
110,Deputatskiy,RU,2022-03-11 20:00:19,69.3,139.9,-11.18,96,100,5.08
111,Krasnoarmeysk,RU,2022-03-11 20:00:38,51.0239,45.6969,10.74,96,98,11.16
112,Oistins,BB,2022-03-11 20:00:38,13.0667,-59.5333,78.89,70,11,19.69
113,Vestmannaeyjar,IS,2022-03-11 20:00:39,63.4427,-20.2734,42.94,69,100,15.35
114,Portland,US,2022-03-11 19:56:14,45.5234,-122.6762,56.95,49,100,3.0
115,Pangnirtung,CA,2022-03-11 20:00:40,66.1451,-65.7125,-15.43,99,100,4.07
116,Hermanus,ZA,2022-03-11 20:00:40,-34.4187,19.2345,77.81,76,99,4.63
117,Padang,ID,2022-03-11 20:00:41,-0.9492,100.3543,76.89,86,86,3.51
118,Batticaloa,LK,2022-03-11 20:00:42,7.7102,81.6924,78.19,83,98,5.1
119,Metkovic,HR,2022-03-11 20:00:43,43.0542,17.6483,34.07,58,0,6.15
120,Atuona,PF,2022-03-11 20:00:43,-9.8,-139.0333,77.61,81,99,17.18
121,Honiara,SB,2022-03-11 20:00:44,-9.4333,159.95,77.61,88,97,0.72
122,Orebro,SE,2022-03-11 20:00:44,59.2741,15.2066,30.92,43,0,2.3
123,Nampula,MZ,2022-03-11 19:58:33,-15.1165,39.2666,69.03,98,100,17.56
124,Ichinohe,JP,2022-03-11 20:00:45,40.2069,141.3017,36.57,83,26,9.17
125,Cherskiy,RU,2022-03-11 20:00:46,68.75,161.3,-9.85,82,1,3.02
126,Mazamari,PE,2022-03-11 20:00:46,-11.3258,-74.5308,79.81,73,100,1.25
127,Yellowknife,CA,2022-03-11 20:00:47,62.456,-114.3525,1.42,85,100,3.44
128,Kaitangata,NZ,2022-03-11 20:00:47,-46.2817,169.8464,55.94,80,100,16.87
129,Udachnyy,RU,2022-03-11 20:00:48,66.4167,112.4,-15.68,100,100,4.45
130,Tasiilaq,GL,2022-03-11 20:00:49,65.6145,-37.6368,33.96,86,100,23.44
131,Saldanha,ZA,2022-03-11 20:00:49,-33.0117,17.9442,71.6,76,95,4.56
132,Cap Malheureux,MU,2022-03-11 20:00:50,-19.9842,57.6142,77.47,87,9,14.56
133,Les Cayes,HT,2022-03-11 20:00:51,18.2,-73.75,83.89,60,0,12.44
134,Tecoanapa,MX,2022-03-11 20:00:51,16.5167,-98.75,85.37,51,17,11.01
135,Ivanivka,UA,2022-03-11 20:00:52,46.7208,34.553,25.74,75,100,15.12
136,Iqaluit,CA,2022-03-11 20:00:53,63.7506,-68.5145,-18.13,86,32,5.12
137,Dudinka,RU,2022-03-11 20:01:53,69.4058,86.1778,-22.22,100,85,7.87
138,Okhotsk,RU,2022-03-11 20:01:54,59.3833,143.3,6.91,82,94,16.06
139,Punta Arenas,CL,2022-03-11 19:59:38,-53.15,-70.9167,53.62,62,40,11.5
140,Mansa,IN,2022-03-11 20:01:54,29.9833,75.3833,62.35,30,0,5.08
141,Saskylakh,RU,2022-03-11 20:01:55,71.9167,114.0833,-19.61,99,100,3.96
142,Ternate,ID,2022-03-11 20:01:55,0.8,127.4,80.74,81,99,4.09
143,Zhigansk,RU,2022-03-11 20:01:56,66.7697,123.3711,-6.23,99,100,5.35
144,Lebu,CL,2022-03-11 20:01:56,-37.6167,-73.65,63.86,71,0,17.27
145,Souillac,MU,2022-03-11 20:01:57,-20.5167,57.5167,78.73,85,82,11.7
146,Kozelsk,RU,2022-03-11 20:01:57,54.0375,35.7716,13.28,94,47,4.47
147,Faanui,PF,2022-03-11 20:01:58,-16.4833,-151.75,81.61,70,19,10.63
148,Sechura,PE,2022-03-11 20:01:58,-5.5569,-80.8222,84.45,52,11,16.67
149,Yar-Sale,RU,2022-03-11 20:01:59,66.8333,70.8333,-7.4,100,65,11.14
150,Barrow,US,2022-03-11 20:01:59,71.2906,-156.7887,-0.38,92,100,0.0
151,New Norfolk,AU,2022-03-11 20:02:00,-42.7826,147.0587,52.72,73,10,3.04
152,Lavrentiya,RU,2022-03-11 20:02:00,65.5833,-171.0,8.78,72,1,8.68
153,Isangel,VU,2022-03-11 20:02:01,-19.55,169.2667,79.36,80,7,2.59
154,Sao Filipe,CV,2022-03-11 20:02:03,14.8961,-24.4956,73.9,65,47,11.41
155,Lebedyan,RU,2022-03-11 20:02:04,53.0194,39.1664,-2.07,100,78,3.67
156,Khatanga,RU,2022-03-11 20:02:04,71.9667,102.5,-31.56,100,89,5.03
157,Komsomolskiy,UZ,2022-03-11 20:01:35,40.4272,71.7189,50.72,87,75,2.3
158,Taoudenni,ML,2022-03-11 20:02:05,22.6783,-3.9836,75.16,12,0,10.92
159,Bambous Virieux,MU,2022-03-11 20:02:05,-20.3428,57.7575,77.22,84,46,12.24
160,Birobidzhan,RU,2022-03-11 20:02:06,48.8,132.95,1.9,97,19,3.6
161,Ilulissat,GL,2022-03-11 20:02:07,69.2167,-51.1,6.82,56,75,2.3
162,Hamilton,US,2022-03-11 19:58:27,39.1834,-84.5333,53.67,64,100,5.99
163,High Level,CA,2022-03-11 20:00:13,58.5169,-117.136,12.54,90,100,6.73
164,Torbay,CA,2022-03-11 20:02:08,47.6666,-52.7314,37.76,63,100,10.0
165,Hervey Bay,AU,2022-03-11 20:02:08,-25.2986,152.8535,75.02,74,85,17.63
166,Atliaca,MX,2022-03-11 20:02:09,17.65,-99.3667,87.98,15,93,0.63
167,Cabo San Lucas,MX,2022-03-11 19:57:56,22.8909,-109.9124,80.62,68,3,5.01
168,Tripoli,LY,2022-03-11 20:00:14,32.8752,13.1875,56.93,52,0,10.98
169,Mabay,PH,2022-03-11 20:02:09,6.0577,124.4666,79.05,82,90,4.0
170,Barstow,US,2022-03-11 20:01:50,34.8986,-117.0228,61.16,9,0,7.0
171,Vangaindrano,MG,2022-03-11 20:02:10,-23.35,47.6,74.3,91,71,3.13
172,Konstantinovka,RU,2022-03-11 20:02:11,49.6167,127.9833,0.9,93,13,3.71
173,Dunedin,NZ,2022-03-11 20:01:42,-45.8742,170.5036,57.79,75,100,7.0
174,Sao Joao Da Barra,BR,2022-03-11 20:02:11,-21.6403,-41.0511,80.2,80,0,15.41
175,Naze,JP,2022-03-11 20:02:12,28.3667,129.4833,58.57,67,0,3.13
176,Zhezkazgan,KZ,2022-03-11 20:01:07,47.8043,67.7144,31.23,97,100,5.64
177,Ostrovnoy,RU,2022-03-11 20:02:13,68.0531,39.5131,31.69,83,100,18.34
178,Kapaa,US,2022-03-11 20:02:13,22.0752,-159.319,79.12,72,22,5.99
179,Ghoti,IN,2022-03-11 20:01:16,19.7168,73.6245,73.56,44,0,3.91
180,Salalah,OM,2022-03-11 20:03:14,17.0151,54.0924,74.16,47,0,2.3
181,Igarka,RU,2022-03-11 20:03:15,67.4667,86.5833,-20.85,100,99,5.99
182,Half Moon Bay,US,2022-03-11 20:03:15,37.4636,-122.4286,74.05,34,0,3.44
183,Blagoyevo,RU,2022-03-11 20:03:16,63.3667,47.9167,20.25,96,99,5.57
184,San Juan,AR,2022-03-11 20:00:13,-31.5375,-68.5364,80.35,23,9,7.81
185,Mocuba,MZ,2022-03-11 20:03:17,-16.8392,36.9856,72.55,99,100,7.2
186,Jacareacanga,BR,2022-03-11 20:03:17,-6.2222,-57.7528,82.0,90,94,2.46
187,Leshukonskoye,RU,2022-03-11 20:03:18,64.8989,45.7622,27.34,96,98,6.71
188,Nanortalik,GL,2022-03-11 20:03:18,60.1432,-45.2371,15.01,76,90,27.6
189,Winchester,GB,2022-03-11 20:03:19,51.0651,-1.3187,49.68,89,40,8.05
190,Taylorville,US,2022-03-11 20:03:19,39.5489,-89.2945,30.87,69,0,10.36
191,Pevek,RU,2022-03-11 20:03:20,69.7008,170.3133,-5.22,80,1,3.04
192,Kruisfontein,ZA,2022-03-11 20:02:54,-34.0033,24.7314,72.59,77,53,11.41
193,Dingle,PH,2022-03-11 20:03:21,10.9995,122.6711,75.85,92,95,5.01
194,Meulaboh,ID,2022-03-11 20:03:21,4.1363,96.1285,76.91,90,94,4.36
195,Hobart,AU,2022-03-11 20:00:11,-42.8794,147.3294,53.06,84,0,1.14
196,Rocha,UY,2022-03-11 19:59:26,-34.4833,-54.3333,69.01,51,35,15.55
197,Bonthe,SL,2022-03-11 20:03:22,7.5264,-12.505,78.58,81,88,9.84
198,Asandh,IN,2022-03-11 20:03:23,29.5167,76.6,62.06,28,0,7.11
199,Port Elizabeth,ZA,2022-03-11 20:03:23,-33.918,25.5701,73.8,86,25,11.7
200,Mount Isa,AU,2022-03-11 20:03:24,-20.7333,139.5,82.17,23,4,8.05
201,Sitka,US,2022-03-11 19:59:11,57.0531,-135.33,35.49,87,100,9.22
202,Begun,IN,2022-03-11 20:03:25,24.9833,75.0,70.63,27,0,2.71
203,Bilibino,RU,2022-03-11 20:03:25,68.0546,166.4372,-3.08,68,0,4.34
204,Mananjary,MG,2022-03-11 20:03:26,-21.2167,48.3333,75.67,89,100,2.39
205,Sola,VU,2022-03-11 20:03:27,-13.8833,167.55,81.91,75,100,8.97
206,Kodinsk,RU,2022-03-11 20:03:27,58.6881,99.1844,-7.98,100,100,1.57
207,Verkhnevilyuysk,RU,2022-03-11 20:03:28,63.4453,120.3167,-21.03,100,100,0.83
208,Castro,BR,2022-03-11 20:01:31,-24.7911,-50.0119,71.49,91,76,8.68
209,Bulgan,MN,2022-03-11 20:03:28,48.8125,103.5347,17.92,79,100,4.23
210,Sao Jose Da Coroa Grande,BR,2022-03-11 20:03:29,-8.8978,-35.1478,81.68,67,56,7.7
211,Progreso,MX,2022-03-11 20:03:30,21.2833,-89.6667,98.71,39,3,3.09
212,Saint-Pierre,RE,2022-03-11 20:02:22,-21.3393,55.4781,78.48,77,0,13.8
213,Czluchow,PL,2022-03-11 20:03:31,53.6672,17.3588,30.06,52,8,11.99
214,Nemuro,JP,2022-03-11 20:03:31,43.3236,145.575,34.09,96,100,11.74
215,Katherine,AU,2022-03-11 20:03:32,-14.4667,132.2667,75.52,94,100,3.44
216,Talcahuano,CL,2022-03-11 20:03:32,-36.7167,-73.1167,65.97,66,0,10.02
217,Mandali,IQ,2022-03-11 20:03:33,33.7499,45.5541,58.5,46,62,14.58
218,Gamba,GA,2022-03-11 20:03:33,-2.65,10.0,77.31,90,98,9.01
219,Mahibadhoo,MV,2022-03-11 20:03:34,3.7833,72.9667,82.09,71,0,5.64
220,Xicotencatl,MX,2022-03-11 20:03:34,23.0167,-98.8833,100.11,14,0,9.71
221,Soyo,AO,2022-03-11 20:03:37,-6.1349,12.3689,81.05,84,100,9.08
222,Neryungri,RU,2022-03-11 20:03:37,56.6709,124.6491,-10.08,99,100,3.02
223,Bandarbeyla,SO,2022-03-11 20:03:38,9.4942,50.8122,78.06,67,87,10.78
224,Libreville,GA,2022-03-11 20:03:38,0.3925,9.4537,80.49,81,100,6.62
225,Te Anau,NZ,2022-03-11 20:03:39,-45.4167,167.7167,53.53,90,100,4.41
226,Henties Bay,NA,2022-03-11 20:03:39,-22.116,14.2845,67.53,83,61,6.96
227,Matamoros,MX,2022-03-11 20:00:00,25.5333,-103.25,78.58,6,0,7.14
228,Vao,NC,2022-03-11 20:04:40,-22.6667,167.4833,79.25,74,29,11.32
229,Shizunai,JP,2022-03-11 20:04:40,42.3339,142.3669,36.7,89,44,17.67
230,Avarua,CK,2022-03-11 20:04:41,-21.2078,-159.775,78.85,89,100,9.22
231,Morrope,PE,2022-03-11 20:04:41,-6.5417,-80.0111,82.51,47,14,15.01
232,Severo-Kurilsk,RU,2022-03-11 20:04:42,50.6789,156.125,30.78,91,100,4.63
233,Pagudpud,PH,2022-03-11 20:04:42,18.5616,120.7868,75.72,91,55,14.0
234,Ponta Do Sol,PT,2022-03-11 20:04:43,32.6667,-17.1,63.72,61,99,2.57
235,Tinskoy,RU,2022-03-11 20:04:43,56.1525,96.9161,-5.28,100,100,2.37
236,Northam,GB,2022-03-11 20:04:44,51.0333,-4.2167,48.38,91,98,14.56
237,Saint George,US,2022-03-11 20:04:44,37.1041,-113.5841,54.79,14,0,4.61
238,Oudtshoorn,ZA,2022-03-11 20:04:44,-33.5907,22.2014,73.74,83,100,1.32
239,Praia,CV,2022-03-11 20:04:45,14.9215,-23.5087,72.14,73,20,23.02
240,Dikson,RU,2022-03-11 20:04:45,73.5069,80.5464,-2.69,94,100,23.69
241,Adre,TD,2022-03-11 20:04:46,13.4667,22.2,79.11,16,99,15.95
242,Dakar,SN,2022-03-11 20:04:46,14.6937,-17.4441,86.88,66,0,14.14
243,Elko,US,2022-03-11 20:00:45,41.0002,-115.5012,38.73,33,11,14.0
244,Enid,US,2022-03-11 20:04:47,36.3956,-97.8784,38.01,44,100,16.11
245,Nouadhibou,MR,2022-03-11 20:04:47,20.931,-17.0347,67.32,68,0,26.26
246,Atbasar,KZ,2022-03-11 20:04:48,51.8,68.3333,8.78,90,100,17.58
247,Kurya,RU,2022-03-11 20:04:48,51.6003,82.2888,8.55,93,100,12.8
248,Khorixas,NA,2022-03-11 20:04:49,-20.3667,14.9667,77.32,57,58,9.78
249,Tiksi,RU,2022-03-11 20:04:49,71.6872,128.8694,-9.31,94,100,8.52
250,Mareeba,AU,2022-03-11 20:04:50,-17.0,145.4333,75.92,94,79,2.89
251,Necochea,AR,2022-03-11 20:00:15,-38.5473,-58.7368,63.07,54,13,17.83
252,La Ronge,CA,2022-03-11 20:00:23,55.1001,-105.2842,7.77,74,100,7.29
253,Skibbereen,IE,2022-03-11 20:04:51,51.55,-9.2667,46.11,77,100,10.69
254,Beringovskiy,RU,2022-03-11 20:04:51,63.05,179.3167,1.33,86,5,10.71
255,Kijang,KR,2022-03-11 20:04:52,35.2442,129.2139,54.61,86,2,3.87
256,Erdenet,MN,2022-03-11 20:04:52,49.0333,104.0833,11.48,89,97,1.77
257,Nortelandia,BR,2022-03-11 20:04:53,-14.4547,-56.8028,80.87,88,86,3.58
258,Opuwo,NA,2022-03-11 20:04:53,-18.0607,13.84,74.68,66,94,6.02
259,Beyneu,KZ,2022-03-11 20:04:54,45.3167,55.2,41.38,79,100,10.49
260,Prince Rupert,CA,2022-03-11 20:00:17,54.3161,-130.3201,41.09,93,100,10.36
261,Luderitz,NA,2022-03-11 20:04:54,-26.6481,15.1594,71.51,72,4,4.76
262,Tommot,RU,2022-03-11 20:03:58,58.9564,126.2925,0.88,98,100,1.74
263,Tuatapere,NZ,2022-03-11 20:04:55,-46.1333,167.6833,55.42,86,99,11.27
264,Wellington,NZ,2022-03-11 20:04:56,-41.2866,174.7756,65.07,90,100,19.57
265,Louis Trichardt,ZA,2022-03-11 20:02:39,-23.0439,29.9032,68.56,70,34,9.22
266,Minsk,BY,2022-03-11 20:02:09,53.9,27.5667,28.15,71,100,7.52
267,Saint-Georges,GD,2022-03-11 20:04:55,12.0564,-61.7485,83.88,61,20,20.71
268,Korla,CN,2022-03-11 20:04:57,41.7597,86.1469,49.35,31,49,1.99
269,Roma,US,2022-03-11 20:04:57,43.2128,-75.4557,49.68,62,100,8.05
270,Port Macquarie,AU,2022-03-11 20:00:12,-31.4333,152.9167,61.9,75,49,1.9
271,Umea,SE,2022-03-11 20:04:58,63.8284,20.2597,31.91,100,0,4.61
272,Butaritari,KI,2022-03-11 20:04:59,3.0707,172.7902,79.86,82,99,18.03
273,Tautira,PF,2022-03-11 20:04:59,-17.7333,-149.15,80.46,70,34,9.64
274,Namatanai,PG,2022-03-11 20:04:02,-3.6667,152.4333,79.9,75,100,5.7
275,Wagar,SD,2022-03-11 20:05:00,16.1525,36.2032,74.1,59,56,20.87
276,Nome,US,2022-03-11 20:06:01,64.5011,-165.4064,28.47,31,0,12.66
277,Ekhabi,RU,2022-03-11 20:06:01,53.5102,142.9671,11.39,96,100,6.98
278,Barcelos,PT,2022-03-11 20:01:15,41.5388,-8.6151,52.84,76,7,2.62
279,Salamanca,ES,2022-03-11 20:02:07,40.8333,-6.0,44.38,88,100,8.1
280,Raga,SS,2022-03-11 20:06:02,8.4596,25.678,81.9,20,67,4.59
281,Vila,PT,2022-03-11 20:06:03,42.0304,-8.1588,36.48,88,34,3.76
282,General Roca,AR,2022-03-11 20:06:03,-39.0333,-67.5833,78.67,21,0,10.31
283,Vostok,RU,2022-03-11 20:06:04,46.4856,135.8833,14.86,96,94,4.45
284,Nichinan,JP,2022-03-11 20:06:04,31.6,131.3667,54.41,88,0,4.59
285,Pitimbu,BR,2022-03-11 20:06:05,-7.4706,-34.8086,84.79,66,50,10.45
286,Haines Junction,CA,2022-03-11 20:06:05,60.7522,-137.5108,25.25,90,100,2.59
287,Fortuna,US,2022-03-11 20:04:16,40.5982,-124.1573,66.92,52,0,9.22
288,Roebourne,AU,2022-03-11 20:06:06,-20.7833,117.1333,85.37,53,4,6.89
289,Vanimo,PG,2022-03-11 20:06:07,-2.6741,141.3028,76.96,87,100,2.64
290,Beloha,MG,2022-03-11 20:06:08,-25.1667,45.05,74.75,84,21,16.6
291,Saint-Joseph,RE,2022-03-11 20:06:08,-21.3667,55.6167,77.38,82,23,11.12
292,Hofn,IS,2022-03-11 20:01:12,64.2539,-15.2082,40.35,92,100,9.4
293,Kahului,US,2022-03-11 20:06:09,20.8947,-156.47,84.22,62,20,21.85
294,Aquiraz,BR,2022-03-11 20:06:10,-3.9014,-38.3911,81.05,81,100,10.04
